Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.33;1.78;2.67;2.19;1.91;2.06;1.86;1.17;1.10;0.90;1.18;1.42;3.01
Price/Earnings;15.73;15.31;22.17;21.96;16.92;17.81;15.98;11.60;5.82;17.59;11.42;13.27;25.53
Price/Cash Flow;10.35;13.79;24.33;39.06;16.24;14.32;18.13;15.67;28.78;11.08;8.42;18.03;17.03
Price/Book;1.82;2.34;3.92;3.79;4.10;4.99;7.65;6.51;5.46;1.60;1.67;5.48;4.19
Price/Forward Earnings;12.20;12.89;18.25;15.20;13.04;14.60;11.93;7.56;8.23;8.90;12.92;10.42;—
PEG Ratio;0.78;0.85;1.36;1.12;0.91;0.94;0.85;0.54;0.79;1.20;1.15;1.15;—
Earnings Yield %;6.36;6.53;4.51;4.55;5.91;5.62;6.26;8.62;17.18;5.68;8.76;9.44;—
Enterprise Value (Bil);22.83;29.18;44.07;34.87;30.68;36.16;32.13;26.19;36.25;41.42;43.68;33.25;—
Enterprise Value/EBIT;9.28;9.85;13.77;12.47;11.18;13.25;12.27;10.75;11.93;13.82;9.29;11.40;—
Enterprise Value/EBITDA;7.58;8.49;12.03;10.74;10.17;12.13;11.31;9.85;11.14;12.00;8.53;10.39;—
