Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;0.32;0.75;0.38;0.04;0.11;0.35;0.31;0.28;3.01
Price/Earnings;—;—;—;—;—;53.33;—;—;—;—;—;—;25.53
Price/Cash Flow;—;—;—;—;5.49;10.54;60.03;—;—;10.46;14.72;—;17.03
Price/Book;—;—;—;—;54.50;31.35;2.20;—;2.11;—;2.95;—;4.19
Price/Forward Earnings;—;—;—;—;9.97;16.31;10.54;28.57;—;—;—;30.84;—
PEG Ratio;—;—;—;—;1.00;1.63;1.05;—;—;—;—;—;—
Earnings Yield %;—;—;—;—;-1.54;1.88;-3.64;-497.90;-129.51;-28.41;-15.90;-87.21;—
Enterprise Value (Mil);—;—;—;—;363.64;650.82;608.38;363.49;337.98;491.19;496.89;486.78;—
Enterprise Value/EBIT;—;—;—;—;32.61;26.49;61.02;—;—;—;-4.28;—;—
Enterprise Value/EBITDA;—;—;—;—;12.70;15.68;18.35;—;—;—;28.86;—;—
