Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;2.42;2.05;1.81;2.71;3.21;3.92;3.77;5.20;6.43;3.81;3.07
Price/Earnings;—;—;30.50;20.54;30.05;31.90;30.12;34.43;29.99;51.82;52.42;35.77;25.84
Price/Cash Flow;—;—;29.62;16.87;22.97;37.22;30.15;26.35;76.55;29.44;34.82;42.72;17.36
Price/Book;—;—;7.39;4.82;4.23;5.88;6.34;7.48;6.76;6.45;8.40;6.75;4.27
Price/Forward Earnings;—;—;—;—;15.90;21.19;21.93;—;—;—;19.49;—;—
PEG Ratio;—;—;—;—;1.06;1.41;1.46;—;—;—;1.95;—;—
Earnings Yield %;—;—;3.28;4.87;3.33;3.14;3.32;2.90;3.33;1.93;1.91;2.98;—
Enterprise Value (Bil);—;—;0.66;0.63;0.67;1.08;1.49;2.26;2.73;4.53;6.50;2.52;—
Enterprise Value/EBIT;—;—;18.87;16.44;21.61;26.11;23.19;25.93;25.08;44.32;44.18;29.26;—
Enterprise Value/EBITDA;—;—;15.49;13.30;15.43;21.12;20.21;22.37;21.72;34.34;35.09;24.30;—
