Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.17;5.64;4.27;5.11;6.49;7.16;8.35;5.67;8.92;10.67;11.90;8.53;3.07
Price/Earnings;61.08;77.23;101.40;82.75;—;420.48;147.15;87.92;98.76;140.59;180.42;163.13;25.84
Price/Cash Flow;9.22;16.91;13.98;18.54;19.82;25.57;27.63;16.06;24.08;29.01;33.50;25.38;17.36
Price/Book;2.34;4.31;3.59;4.93;12.61;5.52;5.48;3.97;5.68;6.03;6.94;5.53;4.27
Price/Forward Earnings;38.17;51.81;38.76;34.72;41.67;64.52;68.03;54.95;64.52;74.07;102.04;77.51;—
PEG Ratio;1.28;1.56;0.81;1.10;1.99;3.07;1.85;2.13;2.55;2.99;3.38;2.88;—
Earnings Yield %;1.64;1.29;0.99;1.21;-1.23;0.24;0.68;1.14;1.01;0.71;0.55;0.74;—
Enterprise Value (Bil);6.80;12.65;12.10;16.30;23.08;31.45;43.85;38.93;60.63;74.74;86.22;52.37;—
Enterprise Value/EBIT;24.53;31.88;33.72;36.31;52.31;68.62;60.31;42.84;52.35;73.30;91.28;61.23;—
Enterprise Value/EBITDA;11.20;15.91;15.35;18.01;24.18;25.57;25.99;18.35;25.06;31.20;35.53;26.14;—
