Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;1.03;1.48;1.47;1.31;1.78;2.00;2.21;1.59;3.01
Price/Earnings;—;—;—;—;29.95;17.29;1,382.50;—;—;4,542.00;5,213.00;618.50;25.53
Price/Cash Flow;—;—;—;—;8.97;7.57;9.46;8.88;20.19;23.00;15.63;13.02;17.03
Price/Book;—;—;—;—;1.28;2.16;2.60;4.71;4.16;5.16;8.28;3.98;4.19
Price/Forward Earnings;—;—;—;—;—;14.88;—;—;—;—;—;—;—
PEG Ratio;—;—;—;—;—;1.15;—;—;—;—;—;—;—
Earnings Yield %;—;—;—;—;3.34;5.78;0.07;-0.04;-0.40;0.02;-1.39;0.91;—
Enterprise Value (Bil);—;—;—;—;0.33;0.54;0.73;1.14;1.83;2.76;3.38;1.38;—
Enterprise Value/EBIT;—;—;—;—;13.05;9.86;21.65;27.68;41.97;45.12;61.20;30.02;—
Enterprise Value/EBITDA;—;—;—;—;6.45;6.59;10.90;13.97;20.13;21.78;24.20;14.76;—
