Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.80;1.01;1.43;1.03;0.59;0.42;0.64;0.53;0.56;4.48;2.39;1.00;3.07
Price/Earnings;29.91;35.00;33.76;—;—;—;—;—;—;—;457.65;611.14;25.84
Price/Cash Flow;15.48;11.41;105.47;17.97;14.71;4.60;—;—;4.38;—;2.16;14.50;17.36
Price/Book;1.78;1.10;1.84;0.98;0.64;0.51;0.77;0.86;0.76;4.11;1.45;1.13;4.27
Price/Forward Earnings;21.05;20.88;27.78;42.37;—;—;—;119.05;15.82;—;—;—;—
PEG Ratio;0.84;1.73;2.30;3.50;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.34;2.86;2.96;-0.26;-47.09;-65.22;-71.43;-1.68;-11.21;-7.22;-2.69;-35.44;—
Enterprise Value (Mil);129.69;68.33;138.11;73.60;29.36;13.62;20.89;24.56;11.60;90.45;32.12;25.76;—
Enterprise Value/EBIT;14.74;13.21;16.91;—;—;—;—;3,508.86;—;—;146.46;-161.49;—
Enterprise Value/EBITDA;10.21;8.27;12.30;23.83;—;—;—;25.64;—;—;12.37;2.65;—
