Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.17;5.62;3.76;6.19;7.12;7.14;7.37;9.04;11.92;13.18;14.61;9.66;3.01
Price/Earnings;35.53;36.36;18.68;17.72;37.52;37.04;32.86;46.00;63.92;72.21;76.73;49.70;25.53
Price/Cash Flow;31.93;28.54;15.57;13.33;32.23;33.72;29.14;32.92;46.11;54.63;56.95;38.51;17.03
Price/Book;5.96;6.97;5.00;6.72;7.03;7.37;7.47;9.46;12.79;13.53;13.82;10.28;4.19
Price/Forward Earnings;25.58;28.01;19.34;31.75;32.89;27.62;26.25;29.33;37.45;43.29;47.62;34.16;—
PEG Ratio;0.91;1.26;2.42;6.66;1.07;1.70;2.25;1.63;2.06;3.39;2.71;4.44;—
Earnings Yield %;2.81;2.75;5.35;5.64;2.67;2.70;3.04;2.17;1.56;1.38;1.30;2.13;—
Enterprise Value (Bil);7.79;9.97;6.96;12.83;16.37;19.43;23.48;31.41;48.09;56.35;63.75;35.28;—
Enterprise Value/EBIT;27.06;25.22;15.40;24.58;12.72;25.93;24.44;29.72;53.30;45.05;67.14;36.40;—
Enterprise Value/EBITDA;22.49;22.03;13.46;21.55;12.07;23.82;22.56;27.66;48.70;41.77;59.89;33.55;—
