Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;1.52;1.14;1.33;1.69;1.39;1.17;1.97;1.91;1.58;3.07
Price/Earnings;—;—;—;—;15.74;18.89;17.70;21.89;12.15;19.51;17.87;19.63;25.84
Price/Cash Flow;—;—;—;12.33;27.03;9.32;15.93;10.78;8.96;13.12;12.19;11.91;17.36
Price/Book;—;—;—;12.17;—;18.79;5.48;4.91;4.07;4.67;4.32;23.32;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;—;9.34;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;0.38;—;—
Earnings Yield %;—;—;—;-1.11;6.35;5.29;5.65;4.57;8.23;5.12;5.60;5.85;—
Enterprise Value (Bil);—;—;—;0.28;0.36;0.38;0.70;0.76;0.93;1.32;1.58;0.87;—
Enterprise Value/EBIT;—;—;—;—;9.80;10.71;13.43;7.38;8.89;14.05;13.85;11.08;—
Enterprise Value/EBITDA;—;—;—;95.28;8.64;9.22;11.58;6.56;7.61;11.72;11.69;9.54;—
