Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.28;2.74;1.46;0.52;0.49;0.94;0.56;0.88;0.87;2.60;3.61;1.14;3.07
Price/Earnings;51.97;29.40;17.98;8.42;—;—;—;—;—;—;51.82;83.26;25.84
Price/Cash Flow;26.90;33.87;15.83;21.63;4.48;6.52;—;319.92;—;32.45;13.34;44.45;17.36
Price/Book;6.99;4.84;2.32;0.77;0.92;1.88;1.17;1.58;1.74;4.74;7.31;2.16;4.27
Price/Forward Earnings;23.20;14.97;13.26;14.77;35.46;-97.09;-5.99;-18.15;-27.10;41.84;36.50;267.64;—
PEG Ratio;0.92;0.61;4.42;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.92;3.40;5.56;11.87;-53.85;-20.10;-25.77;-5.83;-9.73;-0.69;1.93;-14.49;—
Enterprise Value (Bil);0.96;1.24;0.63;0.18;0.10;0.17;0.06;0.13;0.14;0.47;0.71;0.19;—
Enterprise Value/EBIT;25.70;15.28;8.59;5.69;9.24;—;—;—;—;—;44.77;0.60;—
Enterprise Value/EBITDA;22.30;12.92;6.95;3.75;5.06;—;—;—;—;194.25;31.47;14.95;—
