Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;0.64;0.72;0.56;0.42;0.15;0.61;0.33;0.68;0.41;3.07
Price/Earnings;—;—;—;—;10.82;12.54;10.82;—;—;—;9.92;—;25.84
Price/Cash Flow;—;—;—;5.57;12.60;5.46;4.03;2.02;5.38;3.26;5.96;4.33;17.36
Price/Book;—;—;—;0.68;0.59;0.50;0.35;0.22;0.54;1.37;12.20;0.97;4.27
Price/Forward Earnings;—;—;—;—;7.92;9.51;7.39;3.85;8.67;11.10;10.21;8.38;—
PEG Ratio;—;—;—;—;0.66;0.79;—;0.32;—;—;—;0.67;—
Earnings Yield %;—;—;—;-10.99;9.24;7.97;9.24;-5.15;-0.60;-131.23;-11.60;-22.66;—
Enterprise Value (Mil);—;—;—;729.84;784.39;725.92;653.44;584.52;719.40;643.85;787.51;670.52;—
Enterprise Value/EBIT;—;—;—;22.97;13.36;10.28;9.78;39.26;21.09;—;650.83;20.77;—
Enterprise Value/EBITDA;—;—;—;14.94;10.50;7.73;7.04;14.66;11.95;—;37.93;10.73;—
