Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.97;1.00;1.50;1.47;1.12;1.70;2.14;1.40;1.90;2.60;2.97;1.86;3.07
Price/Earnings;11.26;12.60;20.42;18.14;14.85;23.22;25.59;17.50;18.23;29.74;26.17;21.50;25.84
Price/Cash Flow;9.16;9.91;13.15;14.28;13.16;15.09;18.95;13.25;13.31;14.99;15.10;14.69;17.36
Price/Book;2.29;2.38;3.15;2.79;2.70;4.02;4.81;3.16;4.33;5.39;5.38;4.15;4.27
Price/Forward Earnings;9.50;10.14;17.67;16.64;15.77;20.62;21.05;13.23;19.76;22.32;18.02;17.75;—
PEG Ratio;1.05;1.99;1.96;2.69;3.25;3.88;2.12;1.56;6.88;2.32;1.60;2.66;—
Earnings Yield %;8.88;7.94;4.90;5.51;6.73;4.31;3.91;5.71;5.49;3.36;3.82;4.84;—
Enterprise Value (Bil);12.84;14.21;20.08;18.52;14.67;19.78;31.55;23.41;31.61;42.33;46.01;29.14;—
Enterprise Value/EBIT;8.09;9.36;14.47;10.82;10.16;15.62;19.81;11.75;14.89;23.53;20.69;16.38;—
Enterprise Value/EBITDA;6.67;7.72;11.62;9.06;8.34;12.60;15.86;9.54;12.37;17.82;16.32;13.11;—
