Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;0.23;0.24;0.35;0.42;—;3.01
Price/Earnings;—;—;—;—;—;—;—;22.83;14.77;14.07;15.99;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;8.41;7.97;5.53;10.05;—;17.03
Price/Book;—;—;—;—;—;—;—;—;—;23.54;15.54;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;15.29;14.03;13.81;17.67;—;—
PEG Ratio;—;—;—;—;—;—;—;1.53;1.40;1.06;1.36;—;—
Earnings Yield %;—;—;—;—;—;—;—;4.38;6.77;7.11;6.25;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;4.94;6.98;8.27;9.50;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;19.20;18.60;14.61;15.68;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;11.75;13.12;11.32;12.23;—;—
