Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.37;2.30;2.68;2.46;2.47;2.05;4.75;5.40;5.82;5.96;6.06;4.91;3.01
Price/Earnings;23.14;19.65;31.64;22.77;34.62;16.20;24.96;18.80;27.83;31.65;31.05;24.96;25.53
Price/Cash Flow;13.15;13.69;17.26;15.08;14.44;14.21;29.88;27.83;25.16;26.00;25.58;24.88;17.03
Price/Book;13.62;13.90;15.27;12.62;16.81;—;—;—;—;—;—;212.08;4.19
Price/Forward Earnings;18.28;17.57;20.79;19.96;19.88;21.23;25.51;23.92;24.04;27.03;28.57;25.21;—
PEG Ratio;1.39;1.54;1.90;1.68;1.72;1.56;1.77;1.66;1.80;2.42;1.88;1.93;—
Earnings Yield %;4.32;5.09;3.16;4.39;2.89;6.17;4.01;5.32;3.59;3.16;3.22;4.17;—
Enterprise Value (Bil);29.16;32.11;35.67;33.99;33.04;29.52;36.37;37.63;40.10;42.55;44.65;37.73;—
Enterprise Value/EBIT;16.43;13.88;20.37;15.49;22.99;13.73;18.51;12.81;21.21;26.46;23.63;19.05;—
Enterprise Value/EBITDA;12.12;10.85;14.70;11.55;15.15;10.25;16.20;12.15;19.96;24.51;21.80;17.11;—
