Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.46;1.48;1.30;1.32;1.42;1.23;2.33;1.46;2.04;2.22;2.51;1.83;3.07
Price/Earnings;25.71;26.20;22.29;20.81;20.23;17.05;25.85;14.77;17.72;18.75;20.59;18.37;25.84
Price/Cash Flow;29.20;17.89;29.31;41.14;28.99;24.86;23.36;14.10;20.40;17.05;16.93;19.37;17.36
Price/Book;2.54;3.05;3.57;4.48;5.15;4.74;7.84;5.18;5.83;5.17;6.11;5.81;4.27
Price/Forward Earnings;19.12;21.88;18.59;17.15;15.65;13.59;20.66;12.95;15.85;13.66;14.66;16.02;—
PEG Ratio;1.91;0.71;0.80;1.06;0.62;0.72;0.76;0.62;1.52;—;4.89;1.30;—
Earnings Yield %;3.89;3.82;4.49;4.80;4.94;5.87;3.87;6.77;5.64;5.33;4.86;5.60;—
Enterprise Value (Bil);2.92;3.97;4.34;5.30;6.61;6.62;13.09;8.71;13.42;14.11;17.41;11.17;—
Enterprise Value/EBIT;11.90;14.05;11.26;11.11;11.57;10.01;15.62;—;—;—;13.64;11.88;—
Enterprise Value/EBITDA;11.59;13.66;10.93;10.73;11.15;9.68;15.20;—;—;—;13.42;11.65;—
