Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;1.67;2.41;1.34;1.53;0.56;0.53;0.86;1.29;3.01
Price/Earnings;—;—;—;—;19.18;33.08;32.45;37.10;22.40;21.12;19.10;29.12;25.53
Price/Cash Flow;—;—;—;—;22.80;175.12;47.67;19.76;48.72;13.34;5.87;49.68;17.03
Price/Book;—;—;—;—;14.07;8.48;4.99;5.90;2.23;2.03;2.95;4.63;4.19
Price/Forward Earnings;—;—;—;—;—;—;21.51;26.53;—;—;10.53;—;—
PEG Ratio;—;—;—;—;—;—;1.08;1.06;—;—;—;—;—
Earnings Yield %;—;—;—;—;5.21;3.02;3.08;2.70;4.46;4.73;5.24;4.01;—
Enterprise Value (Mil);—;—;—;—;506.75;840.19;651.52;930.95;613.61;618.52;751.18;694.76;—
Enterprise Value/EBIT;—;—;—;—;20.61;26.79;21.26;25.14;24.03;23.12;16.65;22.97;—
Enterprise Value/EBITDA;—;—;—;—;18.68;23.72;17.50;19.62;13.38;11.43;10.12;16.31;—
