Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;2.74;3.29;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;222.22;83.98;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;—;30.85;43.20;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;25.51;31.45;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;1.62;1.74;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;0.45;1.19;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;15.61;19.82;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;45.79;42.11;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;25.42;26.20;—;—
