Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.61;0.80;1.31;1.31;0.92;1.45;0.93;1.15;1.62;1.13;1.38;1.29;3.01
Price/Earnings;6.31;10.06;17.30;15.58;5.57;10.19;8.19;4.33;9.99;9.55;8.06;8.60;25.53
Price/Cash Flow;4.70;5.63;11.43;10.09;8.11;8.49;5.29;6.41;8.87;5.11;5.98;6.83;17.03
Price/Book;1.28;1.76;2.70;2.47;2.63;2.08;4.29;1.95;2.39;1.70;1.92;2.32;4.19
Price/Forward Earnings;6.11;7.70;10.32;12.85;11.21;11.09;8.91;7.71;7.76;8.89;8.82;9.10;—
PEG Ratio;2.04;3.97;1.41;1.06;8.76;1.11;0.89;0.77;—;0.89;0.88;0.89;—
Earnings Yield %;15.86;9.94;5.78;6.42;17.95;9.82;12.22;23.09;10.01;10.47;12.41;12.69;—
Enterprise Value (Bil);4.89;5.40;7.90;9.98;9.97;8.72;5.96;5.31;7.90;6.90;7.71;6.94;—
Enterprise Value/EBIT;5.15;6.58;10.42;9.48;6.20;8.77;7.21;8.75;12.09;10.63;8.78;9.69;—
Enterprise Value/EBITDA;4.25;5.32;8.31;7.78;5.16;7.29;5.79;7.70;10.49;8.82;7.63;8.14;—
