Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;7.65;6.45;9.01;9.05;11.46;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;130.30;92.81;104.34;—;25.53
Price/Cash Flow;—;—;—;—;—;—;27.21;20.81;24.72;23.42;27.89;—;17.03
Price/Book;—;—;—;—;—;—;3.40;1.24;2.00;2.03;2.50;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;16.18;37.04;87.72;90.09;—;—
PEG Ratio;—;—;—;—;—;—;—;—;0.82;8.43;10.85;—;—
Earnings Yield %;—;—;—;—;—;—;-1.63;-0.70;0.77;1.08;0.96;-0.16;—
Enterprise Value (Bil);—;—;—;—;—;—;17.73;19.78;24.81;24.61;29.25;20.87;—
Enterprise Value/EBIT;—;—;—;—;—;—;126.71;76.80;50.06;46.81;52.40;76.42;—
Enterprise Value/EBITDA;—;—;—;—;—;—;43.05;24.88;24.19;23.00;26.11;28.72;—
