Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.63;1.82;2.43;2.60;2.44;2.73;2.81;2.72;6.30;6.86;8.24;4.73;2.25
Price/Earnings;15.97;11.66;34.52;80.68;15.20;26.22;29.45;23.84;188.42;21.84;8.30;60.94;17.86
Price/Cash Flow;8.46;8.92;11.70;16.65;11.42;11.25;13.92;11.01;109.32;26.61;25.54;25.99;11.13
Price/Book;1.14;1.40;1.83;2.14;2.26;2.81;2.43;2.02;4.15;4.26;3.35;3.13;2.20
Price/Forward Earnings;11.89;14.06;17.27;15.90;16.37;18.83;16.34;38.17;35.34;39.37;—;34.75;—
PEG Ratio;0.92;1.47;1.81;1.66;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.26;8.57;2.90;1.24;6.58;3.81;3.40;4.20;0.53;4.58;12.05;3.55;—
Enterprise Value (Bil);29.32;29.89;37.27;39.23;36.50;40.23;37.12;30.81;37.40;42.63;50.61;37.66;—
Enterprise Value/EBIT;13.41;11.07;19.71;28.47;14.39;23.27;24.52;19.60;32.24;35.53;25.00;28.00;—
Enterprise Value/EBITDA;7.62;6.72;10.03;12.21;8.55;12.02;12.31;10.13;20.38;21.33;17.86;16.04;—
