Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.14;0.23;0.31;0.28;0.19;0.15;0.10;0.10;0.10;0.11;0.14;3.01
Price/Earnings;15.74;12.52;57.10;25.55;22.43;17.43;17.86;18.66;—;16.84;14.68;346.72;25.53
Price/Cash Flow;8.50;11.66;10.89;17.00;12.24;7.54;8.64;7.13;8.86;5.43;8.41;8.67;17.03
Price/Book;2.46;2.15;3.64;4.26;4.51;3.49;2.89;2.25;16.41;11.07;9.30;5.76;4.19
Price/Forward Earnings;11.42;10.89;16.64;18.98;16.78;13.14;12.35;—;10.11;9.47;9.34;10.88;—
PEG Ratio;0.86;2.52;3.84;1.76;1.33;1.04;0.74;—;7.38;3.91;4.49;17.12;—
Earnings Yield %;6.35;7.99;1.75;3.91;4.46;5.74;5.60;5.36;-27.80;5.94;6.81;-0.89;—
Enterprise Value (Bil);14.55;14.68;24.05;28.18;31.94;26.57;28.10;20.25;21.55;19.74;19.89;23.31;—
Enterprise Value/EBIT;9.51;7.68;23.55;14.64;14.19;11.16;15.22;30.91;—;17.53;16.52;30.19;—
Enterprise Value/EBITDA;7.85;6.51;16.62;11.86;11.70;8.69;10.73;11.89;—;9.82;9.79;10.52;—
