Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.29;0.94;1.14;0.49;0.57;0.29;0.23;0.16;0.20;0.34;0.28;3.01
Price/Earnings;—;—;—;—;2.29;—;—;—;15.44;11.38;14.93;11.76;25.53
Price/Cash Flow;4.58;3.11;8.08;10.85;3.75;4.63;2.09;2.02;1.15;1.04;1.56;2.06;17.03
Price/Book;1.60;1.14;3.57;4.56;1.05;1.58;0.80;0.68;0.44;0.43;0.60;0.76;4.19
Price/Forward Earnings;40.32;12.67;40.65;—;—;—;—;—;—;—;—;—;—
PEG Ratio;3.02;1.27;4.07;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-64.92;-27.34;-1.46;-1.37;43.67;-20.47;-5.49;-5.37;6.47;8.78;6.70;-0.98;—
Enterprise Value (Mil);424.87;312.93;557.08;658.31;367.46;372.82;241.29;207.75;201.38;164.97;171.18;235.34;—
Enterprise Value/EBIT;—;—;24.21;46.81;12.61;—;88.91;12.12;13.24;13.10;14.89;12.31;—
Enterprise Value/EBITDA;—;8.02;9.59;13.64;5.81;—;6.75;4.15;4.24;3.82;4.24;4.96;—
