Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;1.02;1.31;1.41;0.95;1.06;1.40;1.12;2.09;2.47;3.18;1.67;3.01
Price/Earnings;—;51.30;—;24.32;21.83;29.24;40.66;30.60;19.53;31.09;40.17;33.37;25.53
Price/Cash Flow;—;16.19;18.40;11.38;8.06;9.63;13.94;10.10;15.92;14.98;19.35;13.29;17.03
Price/Book;—;4.87;6.54;4.84;3.34;3.14;2.32;2.10;3.01;3.38;4.10;2.73;4.19
Price/Forward Earnings;—;19.42;17.79;17.67;13.09;14.84;16.21;11.27;15.90;18.35;21.98;16.90;—
PEG Ratio;—;—;—;1.18;1.31;1.48;1.62;0.94;1.32;1.53;1.83;1.61;—
Earnings Yield %;—;1.95;-0.19;4.11;4.58;3.42;2.46;3.27;5.12;3.22;2.49;3.53;—
Enterprise Value (Bil);—;3.75;4.42;4.47;3.38;3.63;3.79;3.52;4.92;5.60;7.00;4.29;—
Enterprise Value/EBIT;—;17.35;36.24;16.65;19.65;22.87;18.78;21.98;15.19;21.20;26.51;20.29;—
Enterprise Value/EBITDA;—;11.33;19.12;11.76;11.86;13.40;12.74;13.82;11.99;15.91;19.89;13.69;—
