Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.61;0.74;0.56;0.96;0.78;0.53;0.24;0.48;0.80;0.78;0.56;3.01
Price/Earnings;19.35;701.00;—;339.50;40.63;38.96;—;—;—;32.92;31.23;37.59;25.53
Price/Cash Flow;18.77;12.12;22.19;23.11;12.57;16.54;10.33;5.02;10.11;7.36;5.92;10.32;17.03
Price/Book;0.95;1.20;1.46;1.18;2.02;1.55;1.22;0.58;1.28;1.77;1.64;1.27;4.19
Price/Forward Earnings;12.50;14.66;25.58;—;—;32.47;31.25;9.46;24.21;28.99;18.45;22.36;—
PEG Ratio;0.63;0.73;1.28;—;—;—;1.25;0.38;0.97;1.16;0.74;—;—
Earnings Yield %;5.17;0.14;-0.12;0.29;2.46;2.57;-7.56;-2.52;-8.76;3.04;3.20;-4.12;—
Enterprise Value (Mil);134.26;155.91;199.33;155.17;272.53;212.92;227.19;123.97;179.65;227.27;201.87;197.06;—
Enterprise Value/EBIT;11.30;47.30;418.76;76.59;25.25;22.74;—;20.19;—;28.00;22.06;38.68;—
Enterprise Value/EBITDA;6.80;14.39;27.57;18.41;15.92;13.06;—;7.54;—;13.85;11.79;21.60;—
