Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.50;0.50;0.70;0.47;0.44;0.63;0.79;0.54;0.98;1.07;1.27;0.79;3.07
Price/Earnings;15.61;14.19;19.50;18.02;17.48;32.95;27.26;49.97;42.98;40.81;31.60;36.50;25.84
Price/Cash Flow;21.83;13.73;18.39;8.20;10.92;10.18;13.79;16.85;—;17.92;15.25;20.26;17.36
Price/Book;1.57;1.45;1.97;1.29;1.20;1.62;2.11;1.40;2.09;2.44;2.88;1.88;4.27
Price/Forward Earnings;12.02;10.26;15.90;12.33;13.48;18.08;18.02;11.22;16.08;18.32;18.80;16.33;—
PEG Ratio;0.83;0.79;1.22;0.95;1.04;1.69;1.41;0.71;1.30;1.37;1.27;1.30;—
Earnings Yield %;6.41;7.05;5.13;5.55;5.72;3.04;3.67;2.00;2.33;2.45;3.16;2.88;—
Enterprise Value (Bil);4.87;4.82;7.49;5.85;5.30;6.64;8.80;9.57;12.72;15.53;20.38;11.06;—
Enterprise Value/EBIT;9.27;7.75;11.10;10.58;11.79;21.98;21.72;15.15;29.25;30.85;30.39;23.22;—
Enterprise Value/EBITDA;7.85;6.68;9.68;8.38;8.85;15.37;16.68;11.52;21.05;22.67;23.55;17.07;—
