Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.35;5.90;5.79;6.03;5.39;7.44;8.32;8.70;9.63;7.84;8.92;8.22;3.01
Price/Earnings;10.26;44.05;19.14;24.95;35.00;16.88;22.63;24.71;27.39;23.74;18.13;22.27;25.53
Price/Cash Flow;6.76;37.97;14.46;22.30;13.91;17.76;21.85;18.63;18.53;15.83;15.78;18.16;17.03
Price/Book;1.17;1.62;1.47;1.44;1.43;2.09;1.97;2.10;2.32;1.94;2.03;2.05;4.19
Price/Forward Earnings;—;30.12;21.32;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;1.67;1.18;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.75;2.27;5.23;4.01;2.86;5.92;4.42;4.05;3.65;4.21;5.52;4.63;—
Enterprise Value (Bil);0.62;0.76;0.77;0.73;0.90;1.15;1.38;1.60;1.80;1.72;1.90;1.51;—
Enterprise Value/EBIT;—;—;—;20.84;30.45;17.00;22.93;22.97;24.33;22.74;19.01;21.45;—
Enterprise Value/EBITDA;—;—;—;15.78;20.34;13.21;17.65;17.25;18.26;16.50;14.46;16.20;—
