Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.30;1.42;1.84;1.79;2.48;2.15;3.22;2.50;3.95;4.28;5.64;3.23;3.07
Price/Earnings;24.84;33.13;58.16;50.31;62.23;24.07;36.51;47.25;38.91;53.59;58.76;41.57;25.84
Price/Cash Flow;23.27;19.16;31.83;18.83;27.58;18.35;38.83;22.15;38.21;31.60;30.23;29.07;17.36
Price/Book;3.42;3.59;4.26;4.09;5.28;4.88;7.31;5.71;9.30;8.64;12.14;7.13;4.27
Price/Forward Earnings;12.82;16.95;22.32;23.92;27.25;19.19;25.45;19.42;28.90;32.36;44.05;26.63;—
PEG Ratio;0.80;1.08;1.43;1.53;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.03;3.02;1.72;1.99;1.61;4.15;2.74;2.12;2.57;1.87;1.70;2.60;—
Enterprise Value (Bil);2.18;2.57;3.36;3.22;3.85;3.32;5.39;4.63;8.12;8.48;11.83;6.02;—
Enterprise Value/EBIT;14.40;16.81;28.30;25.78;32.81;19.57;25.37;18.86;28.49;34.71;37.77;25.43;—
Enterprise Value/EBITDA;10.73;12.12;18.59;17.09;22.73;14.86;19.63;14.96;22.62;26.39;29.80;19.75;—
