Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.36;0.43;0.41;0.48;0.68;0.59;0.35;0.65;0.70;0.74;0.59;3.07
Price/Earnings;96.47;31.44;31.41;19.07;19.42;20.98;21.17;10.77;17.10;15.47;14.69;16.84;25.84
Price/Cash Flow;30.02;—;26.04;13.93;10.94;11.16;17.02;15.79;11.26;9.91;23.74;13.88;17.36
Price/Book;1.04;1.26;1.64;1.55;1.85;2.48;2.46;1.47;2.41;2.43;2.91;2.27;4.27
Price/Forward Earnings;28.65;18.87;19.16;14.27;15.06;17.61;17.18;9.43;—;13.72;14.99;15.23;—
PEG Ratio;1.75;1.89;1.92;1.43;1.51;1.76;3.44;1.88;—;—;—;2.05;—
Earnings Yield %;1.04;3.18;3.18;5.24;5.15;4.77;4.72;9.28;5.85;6.46;6.81;6.12;—
Enterprise Value (Bil);0.64;0.84;1.12;1.12;1.40;2.16;2.44;1.76;3.09;3.42;5.06;2.70;—
Enterprise Value/EBIT;58.09;18.65;18.68;11.61;11.46;13.40;13.88;8.58;12.88;10.95;11.74;12.07;—
Enterprise Value/EBITDA;13.52;10.72;12.02;8.50;8.58;10.66;10.70;6.67;10.10;8.93;9.94;9.52;—
