Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.65;3.40;4.03;5.15;2.76;2.65;3.34;2.54;2.20;3.28;11.82;3.05;3.01
Price/Earnings;—;165.00;109.86;68.10;33.36;44.40;29.27;18.26;—;—;11.65;36.26;25.53
Price/Cash Flow;28.77;16.75;19.79;19.40;10.08;8.67;12.64;9.13;11.49;—;13.67;10.98;17.03
Price/Book;1.09;1.07;1.40;1.99;1.14;1.34;1.69;2.41;0.96;0.73;1.02;1.23;4.19
Price/Forward Earnings;40.82;30.96;26.39;38.61;—;—;37.59;—;192.31;-7.39;—;—;—
PEG Ratio;3.40;3.47;2.95;4.33;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.16;0.61;0.91;1.47;3.00;2.25;3.42;5.48;-3.58;-9.47;-19.29;-0.27;—
Enterprise Value (Bil);1.38;1.79;2.41;3.74;3.11;3.23;3.42;5.00;5.70;4.86;5.63;4.29;—
Enterprise Value/EBIT;82.73;41.35;38.63;38.47;24.34;26.52;23.45;29.29;57.48;—;92.57;40.99;—
Enterprise Value/EBITDA;33.12;20.75;20.87;23.16;14.29;14.47;13.71;18.54;18.34;44.00;48.67;18.43;—
