Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.49;0.65;0.56;0.46;0.50;0.44;0.51;0.54;0.58;0.91;0.49;3.01
Price/Earnings;12.60;14.20;20.15;22.34;16.81;17.63;19.81;15.73;13.56;45.56;13.90;21.78;25.53
Price/Cash Flow;11.06;10.49;23.45;12.82;7.23;8.77;8.64;7.59;8.66;14.27;5.78;9.03;17.03
Price/Book;1.22;1.34;1.88;1.59;1.34;1.52;1.46;1.68;1.76;1.82;2.98;1.59;4.19
Price/Forward Earnings;11.15;11.01;16.42;20.92;16.16;—;16.21;12.59;12.11;9.46;16.75;19.74;—
PEG Ratio;0.74;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.94;7.04;4.96;4.48;5.95;5.67;5.05;6.36;7.38;2.19;7.19;5.73;—
Enterprise Value (Bil);0.29;0.35;0.56;0.49;0.41;0.46;0.43;0.48;0.74;0.73;1.10;0.55;—
Enterprise Value/EBIT;6.56;7.28;11.71;12.84;9.26;10.09;12.00;9.78;14.27;44.98;10.68;17.44;—
Enterprise Value/EBITDA;4.96;5.51;8.64;8.54;6.16;6.66;7.21;6.70;10.60;22.48;9.20;10.26;—
