Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.31;1.62;2.18;2.25;1.97;2.16;2.30;1.80;1.91;2.32;2.50;2.05;3.01
Price/Earnings;17.06;16.39;21.65;18.24;17.69;20.25;19.21;6.65;16.66;23.50;22.17;16.34;25.53
Price/Cash Flow;4.85;6.83;9.09;10.34;7.78;9.18;9.08;6.61;8.20;9.33;9.75;8.30;17.03
Price/Book;1.22;1.80;2.48;2.54;2.66;3.06;3.36;2.15;2.62;2.79;2.78;2.68;4.19
Price/Forward Earnings;12.69;16.26;17.24;17.33;15.38;18.42;15.46;12.18;13.81;17.95;19.88;16.17;—
PEG Ratio;0.66;1.15;1.26;1.33;1.18;1.37;1.81;0.82;1.16;1.45;1.41;1.32;—
Earnings Yield %;5.86;6.10;4.62;5.48;5.65;4.94;5.21;15.04;6.00;4.26;4.51;7.19;—
Enterprise Value (Bil);88.89;107.51;152.14;167.17;183.29;222.52;248.03;216.38;302.13;330.74;346.50;263.29;—
Enterprise Value/EBIT;8.95;7.61;11.44;11.21;11.49;13.33;13.28;11.51;14.68;18.01;17.37;14.00;—
Enterprise Value/EBITDA;5.15;3.43;5.19;5.38;7.49;8.55;8.62;7.37;9.00;10.54;10.45;8.75;—
