Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.85;0.93;1.54;1.32;0.71;1.17;1.33;0.72;1.06;1.70;2.07;1.22;3.07
Price/Earnings;42.51;—;45.49;19.17;14.33;33.27;33.86;—;63.82;98.05;81.84;66.33;25.84
Price/Cash Flow;18.43;22.25;18.27;16.04;8.69;17.48;18.88;12.42;24.92;22.36;19.64;19.20;17.36
Price/Book;5.07;1.98;2.77;1.92;0.93;1.48;1.48;0.75;1.44;1.33;1.49;1.25;4.27
Price/Forward Earnings;16.81;25.71;24.63;21.65;15.70;21.93;20.20;8.48;16.53;19.12;21.69;17.45;—
PEG Ratio;0.99;1.15;1.02;2.30;1.96;2.66;2.30;0.64;2.13;1.70;1.00;1.68;—
Earnings Yield %;2.35;-2.28;2.20;5.22;6.98;3.01;2.95;-2.39;1.57;1.02;1.22;1.45;—
Enterprise Value (Bil);1.63;5.04;7.37;7.78;4.21;5.60;5.96;3.31;8.36;6.85;7.95;5.90;—
Enterprise Value/EBIT;30.76;36.01;21.75;18.43;12.88;23.62;22.42;1,680.47;43.92;35.02;44.96;183.27;—
Enterprise Value/EBITDA;21.59;14.81;15.06;13.32;8.72;14.44;14.76;23.14;20.28;16.23;18.59;18.40;—
