Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.32;0.82;0.99;0.81;1.02;1.32;1.06;0.15;0.11;0.26;1.37;0.66;3.07
Price/Earnings;—;20.56;32.73;95.00;18.73;—;—;—;—;—;46.25;47.49;25.84
Price/Cash Flow;6.39;2.42;3.36;2.67;2.98;4.05;3.29;1.26;0.78;1.47;2.60;2.28;17.36
Price/Book;—;2.54;3.33;1.81;1.63;3.68;21.19;0.87;—;—;72.00;16.79;4.27
Price/Forward Earnings;18.94;7.46;12.14;—;—;45.66;—;—;—;—;—;—;—
PEG Ratio;15.14;1.34;2.19;—;—;9.13;—;—;—;—;—;—;—
Earnings Yield %;-18.07;4.86;3.06;1.05;5.34;-19.71;-3.16;-34.94;-130.97;-6.53;2.16;-36.51;—
Enterprise Value (Mil);503.07;439.74;466.68;428.59;416.55;510.04;499.75;315.85;313.40;350.69;268.28;411.44;—
Enterprise Value/EBIT;10.19;10.09;11.45;12.18;8.87;—;14.51;12.56;—;11.23;8.03;19.99;—
Enterprise Value/EBITDA;7.02;6.59;7.23;7.03;5.64;33.16;7.53;5.78;47.30;6.35;5.02;23.55;—
