Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.43;0.53;0.94;0.95;0.67;0.89;1.18;0.82;1.11;1.34;1.77;1.05;3.01
Price/Earnings;—;9.33;7.07;16.79;23.63;20.96;48.17;33.49;17.56;53.39;125.39;43.31;25.53
Price/Cash Flow;15.66;8.88;14.75;13.90;12.94;7.41;12.77;11.41;10.60;7.92;11.65;10.23;17.03
Price/Book;1.45;1.70;2.07;1.85;1.37;1.83;2.38;1.66;2.05;1.92;2.55;1.95;4.19
Price/Forward Earnings;9.74;7.53;11.61;15.34;10.52;16.58;16.26;9.63;13.23;20.12;20.33;17.50;—
PEG Ratio;0.72;0.63;0.97;1.28;—;—;—;—;1.32;1.34;—;—;—
Earnings Yield %;-11.82;10.71;14.15;5.96;4.23;4.77;2.08;2.99;5.70;1.87;0.80;3.83;—
Enterprise Value (Bil);0.32;0.36;0.58;0.60;0.63;0.74;1.24;0.99;1.15;1.01;1.43;1.03;—
Enterprise Value/EBIT;10.38;6.70;10.22;10.05;17.80;15.63;32.29;14.34;13.62;27.73;64.64;22.24;—
Enterprise Value/EBITDA;7.64;5.45;8.40;8.09;12.32;10.39;17.88;9.48;9.99;15.54;28.47;13.02;—
