Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;1.04;0.59;1.01;0.96;3.13;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;38.95;22.83;111.10;—;25.84
Price/Cash Flow;—;—;—;—;—;—;17.47;9.40;44.08;50.10;71.61;—;17.36
Price/Book;—;—;—;—;—;—;2.23;1.54;2.87;3.59;4.10;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;18.18;10.50;12.38;31.75;34.48;18.11;—
PEG Ratio;—;—;—;—;—;—;1.04;0.90;1.11;0.83;—;—;—
Earnings Yield %;—;—;—;—;—;—;-6.13;-4.57;2.57;4.38;0.90;-0.07;—
Enterprise Value (Bil);—;—;—;—;—;8.13;18.22;13.02;18.39;16.13;18.32;15.28;—
Enterprise Value/EBIT;—;—;—;—;—;—;12.96;22.61;21.90;15.36;40.26;18.11;—
Enterprise Value/EBITDA;—;—;—;—;—;—;9.06;11.39;13.17;10.25;25.03;10.80;—
