Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.24;0.21;0.36;0.39;0.53;0.65;0.78;0.49;0.79;0.54;0.62;0.64;3.07
Price/Earnings;10.48;11.41;14.48;16.92;18.08;13.62;16.92;6.52;16.49;11.00;12.21;12.59;25.84
Price/Cash Flow;7.50;6.72;9.35;12.39;8.57;8.86;11.54;6.65;13.26;6.07;6.77;9.06;17.36
Price/Book;1.35;1.14;1.84;1.69;2.00;2.29;2.83;1.52;2.36;1.52;1.69;2.05;4.27
Price/Forward Earnings;8.50;7.58;11.07;11.93;14.84;12.53;13.53;8.95;12.69;10.83;11.16;11.71;—
PEG Ratio;1.16;0.97;1.09;1.09;1.64;1.97;1.69;—;2.61;1.17;1.25;1.66;—
Earnings Yield %;9.54;8.76;6.90;5.91;5.53;7.34;5.91;15.34;6.06;9.09;8.19;8.45;—
Enterprise Value (Bil);9.09;8.35;12.65;22.76;25.45;27.99;39.67;29.11;44.68;33.43;36.34;34.73;—
Enterprise Value/EBIT;6.91;6.47;9.02;16.44;11.50;9.83;13.65;9.40;15.44;10.27;10.97;11.72;—
Enterprise Value/EBITDA;4.99;4.64;6.58;11.89;8.70;7.88;10.81;7.21;11.20;7.52;8.02;8.90;—
