Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.88;1.01;1.74;2.00;2.12;2.46;2.27;1.82;2.43;2.99;3.11;2.40;3.07
Price/Earnings;—;—;—;—;—;20.53;182.59;7.76;87.88;52.63;41.47;51.14;25.84
Price/Cash Flow;3.51;4.05;6.74;7.66;8.58;9.64;7.84;6.61;9.51;10.25;10.06;8.74;17.36
Price/Book;6.63;51.77;237.97;192.39;343.13;1.92;2.41;1.73;3.09;4.76;6.58;2.92;4.27
Price/Forward Earnings;163.93;200.00;46.95;181.82;256.41;48.08;67.11;42.02;33.90;32.15;36.63;52.93;—
PEG Ratio;—;—;1.54;5.94;—;—;1.77;1.11;0.81;0.77;1.00;1.32;—
Earnings Yield %;-6.13;-4.00;-1.79;-0.52;-0.97;4.87;0.55;12.89;1.14;1.90;2.41;3.99;—
Enterprise Value (Bil);18.85;20.70;28.78;36.25;53.87;138.22;149.92;136.08;177.45;206.77;222.45;163.26;—
Enterprise Value/EBIT;21.44;24.07;37.09;38.68;58.36;64.68;34.43;26.04;31.66;27.84;25.30;37.00;—
Enterprise Value/EBITDA;7.69;8.05;11.09;12.06;17.74;19.48;10.20;8.64;11.37;12.03;12.06;12.59;—
