Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.12;2.18;2.91;3.10;3.21;2.39;3.67;3.73;5.42;7.83;7.95;4.78;3.01
Price/Earnings;17.17;17.31;21.56;22.44;25.80;19.66;27.63;26.51;45.41;51.90;42.65;34.99;25.53
Price/Cash Flow;13.78;11.67;16.57;17.04;17.40;13.25;19.87;20.21;27.16;31.34;27.15;22.52;17.03
Price/Book;1.96;2.02;2.53;2.54;2.76;2.32;2.55;2.61;3.45;4.55;5.22;3.17;4.19
Price/Forward Earnings;14.31;15.60;19.27;20.66;19.12;19.72;21.41;21.28;28.09;32.26;33.00;25.78;—
PEG Ratio;0.90;1.72;3.68;3.45;1.52;3.86;1.90;1.75;2.47;2.07;2.90;2.49;—
Earnings Yield %;5.82;5.78;4.64;4.46;3.88;5.09;3.62;3.77;2.20;1.93;2.34;3.13;—
Enterprise Value (Bil);37.70;42.10;55.40;59.38;76.97;61.18;74.83;82.18;111.70;177.35;211.01;103.87;—
Enterprise Value/EBIT;14.96;13.29;15.90;16.03;21.60;15.20;26.63;23.52;31.85;42.47;34.29;28.94;—
Enterprise Value/EBITDA;12.30;10.50;12.69;12.80;16.83;11.56;18.54;17.16;23.15;30.88;25.94;21.02;—
