Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.24;2.92;3.13;2.94;2.32;3.56;4.12;3.12;4.32;5.54;5.79;3.98;3.01
Price/Earnings;12.67;18.30;21.73;20.30;18.59;23.69;28.82;18.65;28.12;47.06;41.73;27.03;25.53
Price/Cash Flow;11.21;14.98;17.97;17.39;14.98;19.47;24.37;13.94;24.75;23.39;24.10;20.49;17.03
Price/Book;4.71;6.07;5.38;5.34;5.55;7.55;7.32;4.77;5.94;6.64;6.52;6.26;4.19
Price/Forward Earnings;12.09;14.31;18.28;18.35;16.45;22.03;23.53;18.35;26.04;31.65;29.33;23.93;—
PEG Ratio;0.84;1.10;1.25;1.36;1.32;1.76;1.81;1.60;2.13;2.11;1.90;1.87;—
Earnings Yield %;7.89;5.47;4.60;4.93;5.38;4.22;3.47;5.36;3.56;2.12;2.40;3.87;—
Enterprise Value (Bil);2.98;4.67;5.40;5.61;4.74;7.36;9.96;8.15;10.51;12.71;13.59;9.50;—
Enterprise Value/EBIT;9.33;13.85;16.58;15.25;14.87;18.87;21.80;16.35;21.97;38.11;33.67;21.88;—
Enterprise Value/EBITDA;8.56;12.41;14.20;13.12;12.35;15.99;18.19;13.43;17.85;28.45;26.51;18.36;—
