Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;10.55;11.24;9.51;11.31;11.78;13.49;12.81;13.91;15.81;12.93;14.22;13.64;3.07
Price/Earnings;34.96;52.91;51.14;53.61;46.97;51.94;46.74;53.42;57.98;51.81;70.29;51.53;25.84
Price/Cash Flow;14.80;16.37;14.05;16.61;17.96;18.23;17.67;19.50;22.08;19.15;21.39;19.23;17.36
Price/Book;2.40;2.98;1.76;2.08;2.29;2.35;2.20;2.49;2.64;2.15;2.22;2.33;4.27
Price/Forward Earnings;31.95;15.80;30.58;81.30;49.51;45.87;44.25;44.64;50.51;41.84;45.25;45.56;—
PEG Ratio;8.04;31.61;2.61;6.97;9.88;7.47;7.12;11.66;7.76;10.47;6.87;9.05;—
Earnings Yield %;2.86;1.89;1.96;1.87;2.13;1.93;2.14;1.87;1.72;1.93;1.42;1.98;—
Enterprise Value (Bil);6.90;8.89;12.93;15.90;18.62;20.53;21.90;25.99;31.56;30.37;34.18;26.02;—
Enterprise Value/EBIT;27.46;33.73;39.30;36.32;36.95;39.46;37.54;43.36;47.09;42.92;52.45;41.60;—
Enterprise Value/EBITDA;18.95;21.52;21.75;19.85;20.60;21.43;20.41;23.03;25.35;22.23;25.47;22.27;—
