Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;1.98;3.53;3.91;3.92;—;3.07
Price/Earnings;—;—;—;—;—;—;—;79.32;233.73;84.84;348.82;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;19.53;28.17;24.48;32.26;—;17.36
Price/Book;—;—;—;—;—;—;—;5.18;3.66;4.46;2.61;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;51.02;81.30;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;1.91;3.47;—;—
Earnings Yield %;—;—;—;—;—;—;—;1.26;0.43;1.18;-0.18;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;5.10;8.35;11.29;12.41;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;32.58;72.31;60.06;171.92;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;18.60;31.98;28.70;39.56;—;—
