Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.37;0.61;0.95;0.96;0.97;1.01;1.00;0.72;0.83;0.96;0.98;0.89;3.07
Price/Earnings;7.83;9.62;14.13;14.39;12.67;12.11;14.02;13.85;10.79;9.86;12.68;12.46;25.84
Price/Cash Flow;4.02;5.30;17.12;20.05;9.86;7.27;6.38;18.75;7.56;7.03;8.84;9.22;17.36
Price/Book;0.98;1.55;2.29;2.13;2.12;1.90;1.67;1.37;1.46;1.58;1.82;1.61;4.27
Price/Forward Earnings;7.31;7.35;12.48;12.95;13.05;12.92;9.92;10.38;—;—;—;11.58;—
PEG Ratio;—;0.43;0.78;0.81;—;2.58;1.98;5.19;—;—;—;2.43;—
Earnings Yield %;12.77;10.40;7.08;6.95;7.89;8.26;7.13;7.22;9.27;10.14;7.88;8.58;—
Enterprise Value (Mil);32.83;48.90;74.81;76.01;78.73;67.51;61.81;58.75;63.66;71.39;82.07;64.40;—
Enterprise Value/EBIT;4.72;6.07;8.64;8.74;7.23;6.93;7.97;8.92;8.35;7.78;8.31;8.13;—
Enterprise Value/EBITDA;3.88;5.38;7.73;7.79;6.59;6.29;7.07;7.40;6.46;5.66;6.17;6.66;—
