Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.09;0.98;1.06;0.82;0.54;0.74;0.67;0.45;0.50;0.92;1.18;0.63;3.01
Price/Earnings;46.83;20.07;19.97;15.60;20.45;47.74;21.26;13.44;17.62;26.67;26.59;24.09;25.53
Price/Cash Flow;13.02;54.68;17.73;26.00;6.15;13.18;17.47;11.19;163.32;7.17;13.01;22.93;17.03
Price/Book;1.35;1.54;1.67;1.34;0.97;1.54;1.61;1.11;1.48;2.40;2.90;1.58;4.19
Price/Forward Earnings;18.55;16.00;16.58;12.36;11.14;16.58;15.63;9.57;10.71;16.95;20.75;13.97;—
PEG Ratio;1.87;2.00;2.07;1.54;1.39;2.07;1.95;1.20;—;—;—;1.65;—
Earnings Yield %;2.14;4.98;5.01;6.41;4.89;2.09;4.70;7.44;5.67;3.75;3.76;4.84;—
Enterprise Value (Bil);4.18;5.42;6.41;5.93;3.40;5.41;6.67;5.11;7.89;11.23;14.12;6.93;—
Enterprise Value/EBIT;23.21;11.58;11.88;9.37;9.00;26.01;15.16;12.57;12.83;18.77;21.33;16.15;—
Enterprise Value/EBITDA;12.85;8.66;9.21;7.22;5.76;13.23;10.27;7.90;8.95;12.52;14.48;10.30;—
