Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;1.36;1.51;1.62;1.88;1.20;1.58;1.79;1.89;1.59;3.01
Price/Earnings;—;—;—;445.49;119.70;61.82;124.46;80.76;25.55;73.21;85.06;170.55;25.53
Price/Cash Flow;—;—;—;26.04;17.80;11.77;14.89;11.80;13.31;13.10;13.13;12.84;17.03
Price/Book;—;—;—;5.09;6.12;5.40;5.98;4.44;5.55;5.00;5.25;5.24;4.19
Price/Forward Earnings;—;—;—;22.94;19.76;18.21;23.09;16.84;15.82;16.56;15.50;19.38;—
PEG Ratio;—;—;—;—;0.74;0.99;1.55;—;—;—;—;—;—
Earnings Yield %;—;—;—;0.22;0.84;1.62;0.80;1.24;3.91;1.37;1.18;1.97;—
Enterprise Value (Bil);—;—;—;9.55;9.48;9.49;11.20;8.82;10.19;9.42;9.73;9.72;—
Enterprise Value/EBIT;—;—;—;42.60;32.33;27.39;43.76;21.76;20.08;37.58;37.29;29.74;—
Enterprise Value/EBITDA;—;—;—;17.78;15.85;14.28;18.72;11.43;11.72;16.24;17.04;14.33;—
