Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.20;1.21;1.62;0.98;0.61;1.24;1.86;1.15;1.33;1.71;1.76;1.38;3.07
Price/Earnings;11.34;13.03;21.43;17.90;—;—;35.60;12.70;16.04;—;299.00;37.78;25.84
Price/Cash Flow;15.37;11.93;12.82;10.58;4.50;12.34;26.58;8.47;9.64;14.64;13.81;12.98;17.36
Price/Book;1.85;1.84;2.22;1.47;1.17;2.67;3.72;2.23;2.35;2.47;2.35;2.53;4.27
Price/Forward Earnings;8.71;9.19;14.90;12.44;20.66;23.47;20.00;10.62;19.65;44.25;21.74;19.42;—
PEG Ratio;0.71;1.53;0.88;0.73;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.82;7.68;4.67;5.59;-27.55;-9.66;2.81;7.87;6.23;-1.13;0.33;2.14;—
Enterprise Value (Bil);3.11;3.66;4.47;3.69;2.18;3.07;4.51;3.22;3.58;3.62;3.55;3.43;—
Enterprise Value/EBIT;8.54;10.39;15.56;13.89;—;—;25.56;9.63;12.92;738.14;48.55;67.39;—
Enterprise Value/EBITDA;6.78;7.88;11.20;9.16;—;—;15.93;7.25;9.12;29.02;18.00;13.95;—
