Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.09;1.32;1.21;1.31;1.12;0.92;0.92;0.80;1.08;1.28;1.27;1.00;3.07
Price/Earnings;18.27;20.21;23.87;22.47;31.40;18.55;27.06;14.62;19.59;18.20;18.34;17.87;25.84
Price/Cash Flow;6.43;9.84;8.32;8.70;14.43;6.99;6.86;5.29;6.86;6.82;8.24;6.49;17.36
Price/Book;3.55;3.10;3.17;3.28;2.93;2.54;2.76;2.24;4.07;8.20;10.41;3.81;4.27
Price/Forward Earnings;12.24;14.79;14.84;19.08;17.18;15.31;20.28;10.50;13.85;14.37;14.95;14.92;—
PEG Ratio;0.97;1.42;1.40;2.25;1.55;1.46;2.32;0.67;0.90;0.96;0.98;1.19;—
Earnings Yield %;5.47;4.95;4.19;4.45;3.18;5.39;3.70;6.84;5.10;5.49;5.45;6.13;—
Enterprise Value (Bil);11.02;19.67;20.97;23.17;21.85;20.22;21.36;18.33;19.28;23.28;24.21;20.52;—
Enterprise Value/EBIT;11.14;15.25;14.51;13.20;16.37;11.42;14.53;14.06;12.42;13.63;15.05;12.59;—
Enterprise Value/EBITDA;8.86;12.04;10.79;9.93;11.13;8.20;9.48;9.53;8.91;9.97;10.76;8.92;—
