Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;6.00;5.98;5.80;8.08;8.55;9.90;6.60;3.07
Price/Earnings;—;—;—;—;—;—;133.43;33.80;131.50;360.25;867.50;153.02;25.84
Price/Cash Flow;—;—;—;—;—;151.78;22.89;15.58;22.99;26.57;24.23;42.88;17.36
Price/Book;—;—;—;—;—;11.22;13.70;7.39;10.74;9.63;12.81;10.66;4.27
Price/Forward Earnings;—;—;—;—;—;75.76;78.13;59.52;81.97;120.48;158.73;89.69;—
PEG Ratio;—;—;—;—;—;5.06;5.19;3.98;5.48;8.01;10.52;5.98;—
Earnings Yield %;—;—;—;—;—;-1.57;0.75;2.96;0.76;0.28;0.12;1.58;—
Enterprise Value (Mil);—;—;—;—;—;266.51;289.88;312.10;386.81;422.14;488.37;329.72;—
Enterprise Value/EBIT;—;—;—;—;—;33.91;37.28;30.09;40.66;57.72;76.09;37.70;—
Enterprise Value/EBITDA;—;—;—;—;—;18.64;20.04;17.72;22.15;25.88;31.38;19.67;—
