Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.20;0.44;0.69;0.81;0.55;0.69;0.60;0.35;0.46;0.60;0.69;0.54;3.07
Price/Earnings;10.43;20.11;16.51;20.55;17.18;15.88;15.95;—;9.00;13.10;10.38;17.19;25.84
Price/Cash Flow;10.33;11.59;11.53;17.29;8.10;11.71;9.45;10.85;7.42;5.19;5.65;8.90;17.36
Price/Book;0.85;1.89;2.59;2.91;2.33;2.69;2.52;2.90;3.07;3.35;3.30;2.97;4.27
Price/Forward Earnings;8.33;9.67;9.91;10.78;10.19;11.40;10.85;6.83;9.62;10.33;10.37;10.44;—
PEG Ratio;0.56;0.69;0.71;0.77;—;—;0.99;0.65;—;—;—;—;—
Earnings Yield %;9.59;4.97;6.06;4.87;5.82;6.30;6.27;-8.20;11.11;7.63;9.63;5.50;—
Enterprise Value (Bil);5.63;9.33;13.70;17.27;15.42;18.02;16.81;12.99;14.51;15.58;17.61;15.43;—
Enterprise Value/EBIT;9.52;10.74;11.88;13.70;13.00;12.88;14.06;54.80;8.65;11.84;8.70;18.31;—
Enterprise Value/EBITDA;4.88;6.57;8.17;9.59;8.36;8.72;9.13;14.51;6.38;8.32;6.78;9.14;—
