Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.26;1.53;2.04;1.78;2.16;2.46;1.28;0.54;0.81;1.13;1.46;1.27;3.01
Price/Earnings;14.56;15.10;20.17;17.07;61.08;36.32;20.29;—;558.00;27.69;22.86;69.64;25.53
Price/Cash Flow;5.63;7.08;10.23;9.33;12.78;60.66;29.87;9.26;9.86;14.10;60.46;23.39;17.03
Price/Book;1.52;1.78;2.30;1.88;2.63;3.37;1.99;2.09;3.49;2.84;3.37;2.64;4.19
Price/Forward Earnings;11.61;11.72;15.15;14.43;20.62;18.69;16.69;9.23;16.67;27.03;51.55;22.93;—
PEG Ratio;0.85;1.13;1.92;1.91;2.76;1.37;1.91;1.85;1.51;6.84;10.31;4.11;—
Earnings Yield %;6.87;6.62;4.96;5.86;1.64;2.75;4.93;-45.97;0.18;3.61;-0.84;-4.15;—
Enterprise Value (Bil);475.88;506.61;539.70;490.84;447.53;330.08;209.18;119.15;117.91;88.10;146.00;175.36;—
Enterprise Value/EBIT;13.64;16.94;19.69;19.33;19.17;24.82;18.59;—;21.41;7.47;17.66;29.99;—
Enterprise Value/EBITDA;10.72;12.90;14.50;14.02;13.81;18.10;12.82;—;9.19;4.91;54.09;28.71;—
