Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.15;0.72;0.49;0.58;0.32;0.57;0.45;0.29;0.61;0.39;0.65;0.46;3.07
Price/Earnings;30.28;24.32;60.55;89.66;15.10;19.12;20.80;11.39;10.69;—;8.29;14.73;25.84
Price/Cash Flow;7.17;11.28;11.30;10.27;5.24;6.21;4.36;2.42;4.03;2.21;2.70;3.78;17.36
Price/Book;179.08;6.03;16.35;43.73;—;—;—;—;1.65;0.91;1.35;1.31;4.27
Price/Forward Earnings;16.72;23.87;34.72;17.21;6.43;16.69;8.76;8.49;7.77;5.31;4.65;9.14;—
PEG Ratio;2.63;0.62;1.48;0.28;0.19;2.71;0.51;—;1.22;1.17;0.08;1.29;—
Earnings Yield %;3.30;2.57;1.65;1.12;6.62;5.23;4.81;8.78;9.35;-1.46;12.06;6.83;—
Enterprise Value (Bil);20.55;34.41;44.02;59.66;49.68;61.07;63.37;78.98;82.01;68.83;77.19;69.78;—
Enterprise Value/EBIT;16.39;14.02;17.11;26.96;19.16;22.63;31.43;18.86;11.73;21.68;10.51;21.11;—
Enterprise Value/EBITDA;11.25;10.35;11.48;15.65;10.80;12.24;13.72;11.32;8.13;10.28;6.95;10.87;—
