Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.47;0.37;0.52;0.56;0.61;0.68;0.74;0.69;0.72;0.71;0.83;0.67;3.01
Price/Earnings;10.42;10.92;19.45;17.15;—;24.85;85.41;16.52;17.21;—;82.00;28.12;25.53
Price/Cash Flow;10.56;5.28;6.53;10.41;—;24.19;102.72;33.67;18.49;26.80;24.40;59.41;17.03
Price/Book;0.89;0.82;1.15;1.10;1.07;1.30;1.51;1.40;1.71;1.42;1.46;1.36;4.19
Price/Forward Earnings;7.97;6.54;9.94;16.84;—;22.78;21.83;14.53;17.36;38.91;18.02;18.82;—
PEG Ratio;0.35;0.44;0.83;1.40;—;—;—;0.44;0.74;5.26;2.43;—;—
Earnings Yield %;9.60;9.15;5.14;5.83;-5.78;4.02;1.17;6.05;5.81;-0.97;1.22;4.08;—
Enterprise Value (Bil);1.25;1.45;1.69;1.65;1.03;1.27;1.55;1.50;1.82;1.45;1.53;1.42;—
Enterprise Value/EBIT;8.75;10.34;13.35;12.57;—;17.39;60.27;17.44;16.63;—;46.47;74.07;—
Enterprise Value/EBITDA;6.00;6.35;7.09;6.68;23.28;8.88;16.35;11.90;11.85;42.78;21.56;13.71;—
