Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;11.62;10.00;18.37;18.54;18.78;13.70;20.85;26.29;24.14;18.74;3.07
Price/Earnings;—;—;21.30;—;99.58;67.82;39.44;29.31;46.64;42.86;41.52;44.32;25.84
Price/Cash Flow;—;—;141.70;18.47;158.60;15.19;42.77;49.44;32.81;90.68;101.12;49.24;17.36
Price/Book;—;—;1.39;1.75;2.08;1.79;1.91;1.79;2.43;4.44;3.41;2.21;4.27
Price/Forward Earnings;—;—;13.05;12.95;14.97;13.76;17.30;14.10;22.12;41.49;33.56;20.48;—
PEG Ratio;—;—;—;—;1.43;2.29;1.38;4.70;8.85;13.82;4.20;5.12;—
Earnings Yield %;—;—;4.70;-0.56;1.00;1.47;2.54;3.41;2.14;2.33;2.41;2.60;—
Enterprise Value (Bil);—;—;0.49;0.80;1.47;1.84;2.64;2.68;3.49;7.04;6.49;3.27;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;105.89;319.38;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;68.20;148.47;—
