Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;2.97;2.49;2.88;2.48;4.62;5.57;5.41;3.53;3.01
Price/Earnings;—;—;—;—;75.49;—;—;—;56.70;43.87;29.64;—;25.53
Price/Cash Flow;—;—;—;—;13.78;10.12;10.69;9.37;15.03;19.32;16.69;12.76;17.03
Price/Book;—;—;—;—;1.26;1.34;1.72;1.61;3.15;4.30;4.56;2.34;4.19
Price/Forward Earnings;—;—;—;—;14.08;9.36;10.22;9.31;18.45;17.51;16.31;13.97;—
PEG Ratio;—;—;—;—;0.94;0.62;0.85;0.93;2.25;1.34;1.64;1.28;—
Earnings Yield %;—;—;—;—;1.32;-0.36;-0.21;-0.56;1.76;2.28;3.37;0.84;—
Enterprise Value (Bil);—;—;—;—;7.07;7.25;8.88;7.65;13.89;19.63;21.44;11.12;—
Enterprise Value/EBIT;—;—;—;—;310.82;147.51;153.62;156.03;44.39;31.51;24.29;117.23;—
Enterprise Value/EBITDA;—;—;—;—;23.23;9.90;11.82;10.02;16.29;17.79;16.02;17.92;—
