Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.15;0.07;0.25;0.50;0.34;0.18;0.34;0.24;0.12;0.15;0.24;0.22;3.07
Price/Earnings;—;—;—;—;17.45;—;—;5.59;11.12;—;12.46;15.01;25.84
Price/Cash Flow;3.06;2.29;4.67;6.27;2.60;2.98;8.42;2.77;1.63;1.88;3.34;3.30;17.36
Price/Book;0.61;0.33;1.34;2.96;1.64;1.17;2.92;1.70;0.77;1.00;1.54;1.57;4.27
Price/Forward Earnings;37.17;-2.52;76.34;61.73;20.41;15.85;22.68;5.99;16.56;7.14;8.16;12.62;—
PEG Ratio;0.38;—;13.41;10.83;—;—;—;—;—;—;—;—;—
Earnings Yield %;-10.22;-49.57;-5.53;-0.95;5.73;-0.69;-7.56;17.90;8.99;-7.95;8.02;0.17;—
Enterprise Value (Mil);207.92;177.69;283.25;413.45;240.42;223.19;271.15;221.43;252.38;258.94;308.69;259.42;—
Enterprise Value/EBIT;—;—;—;—;11.33;57.55;—;12.82;18.30;—;14.77;23.15;—
Enterprise Value/EBITDA;4.98;8.13;7.50;9.26;3.90;6.63;16.56;4.83;5.22;6.67;4.99;10.31;—
