Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.03;1.30;1.63;1.74;2.05;2.49;2.29;2.90;3.05;3.60;3.61;2.77;3.07
Price/Earnings;13.96;18.24;24.32;25.90;31.58;36.37;44.94;70.59;49.08;51.17;47.71;50.33;25.84
Price/Cash Flow;8.63;8.35;10.95;11.42;14.66;16.10;17.14;18.57;22.24;17.01;15.08;17.89;17.36
Price/Book;2.24;2.80;3.43;3.64;4.20;4.92;4.58;6.13;6.20;5.83;5.55;5.40;4.27
Price/Forward Earnings;12.79;13.14;16.72;—;26.81;33.44;30.03;35.59;35.09;38.17;43.67;37.69;—
PEG Ratio;0.85;1.01;1.29;—;1.79;2.23;3.00;3.56;2.92;—;—;3.22;—
Earnings Yield %;7.16;5.48;4.11;3.86;3.17;2.75;2.23;1.42;2.04;1.95;2.10;2.21;—
Enterprise Value (Bil);0.25;0.33;0.43;0.55;0.70;0.91;0.95;1.33;1.57;1.61;1.63;1.24;—
Enterprise Value/EBIT;6.96;8.85;11.58;12.32;15.28;17.66;18.41;22.25;21.07;27.49;20.79;20.70;—
Enterprise Value/EBITDA;6.04;7.76;10.10;10.84;13.07;15.15;15.47;19.11;18.63;23.23;18.31;17.78;—
