Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;10.23;9.45;15.59;25.44;46.05;33.13;—;3.07
Price/Earnings;—;—;—;—;—;—;56.76;—;—;—;76.09;—;25.84
Price/Cash Flow;—;—;—;—;—;—;145.61;141.07;162.30;281.52;205.82;—;17.36
Price/Book;—;—;—;—;—;7.22;8.55;12.00;20.31;59.23;20.39;—;4.27
Price/Forward Earnings;—;—;—;—;—;-29.76;-129.87;588.24;294.12;714.29;—;1,007.87;—
PEG Ratio;—;—;—;—;—;—;—;—;5.00;19.28;—;—;—
Earnings Yield %;—;—;—;—;—;-3.40;1.76;-1.34;-0.93;-0.63;-1.36;-1.47;—
Enterprise Value (Bil);—;—;—;—;—;1.03;1.50;3.50;9.26;24.62;21.36;8.38;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-94.82;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;-115.94;—;—
