Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.72;0.82;0.87;1.07;0.76;0.81;0.70;0.63;0.75;0.83;0.92;0.78;3.07
Price/Earnings;17.12;20.63;21.47;26.74;18.05;20.38;17.15;14.49;16.99;20.76;18.34;19.12;25.84
Price/Cash Flow;2,451.86;—;—;—;—;—;—;49.37;—;20.81;31.51;36.67;17.36
Price/Book;2.62;2.83;3.19;4.39;3.63;4.00;3.51;3.11;3.87;3.72;4.52;3.85;4.27
Price/Forward Earnings;15.72;17.15;18.62;25.97;17.95;17.70;—;12.42;15.48;16.81;22.62;18.42;—
PEG Ratio;1.30;1.44;1.38;1.79;1.51;1.58;—;0.97;1.43;1.57;1.40;1.66;—
Earnings Yield %;5.84;4.85;4.66;3.74;5.54;4.91;5.83;6.90;5.89;4.82;5.45;5.43;—
Enterprise Value (Bil);11.01;13.86;17.14;22.61;21.14;23.83;24.58;24.51;29.76;30.51;37.04;27.24;—
Enterprise Value/EBIT;16.65;19.39;20.38;24.41;20.26;22.87;21.13;21.47;24.35;28.57;17.76;23.97;—
Enterprise Value/EBITDA;15.19;17.16;18.24;21.76;18.00;19.78;18.35;18.52;20.86;23.36;15.88;20.44;—
