Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.22;2.07;2.71;2.57;4.19;3.01;4.50;4.30;2.77;3.59;2.04;3.56;3.01
Price/Earnings;26.73;24.68;26.13;46.95;28.58;33.51;27.34;30.09;770.71;28.72;8.90;71.45;25.53
Price/Cash Flow;2,875.12;14.74;17.01;14.88;22.58;24.31;20.24;10.64;—;11.58;7.21;21.13;17.03
Price/Book;1.59;1.30;1.80;2.00;2.60;2.43;3.46;3.14;2.69;3.80;2.25;2.90;4.19
Price/Forward Earnings;17.15;14.97;21.51;—;—;16.67;22.03;20.24;14.22;11.40;8.20;17.68;—
PEG Ratio;0.62;0.22;0.32;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.74;4.05;3.83;2.13;3.50;2.98;3.66;3.32;0.13;3.48;11.23;3.36;—
Enterprise Value (Bil);0.53;0.50;0.73;1.04;1.52;1.30;2.23;2.71;3.47;5.22;3.74;2.99;—
Enterprise Value/EBIT;25.06;15.48;16.56;26.24;16.48;17.56;17.95;20.42;74.22;20.27;6.87;23.52;—
Enterprise Value/EBITDA;17.65;11.47;11.93;14.97;12.04;11.64;13.57;14.85;22.45;14.07;5.67;15.14;—
